transaction_id,timestamp,hour_of_day,channel,channel_code,txn_type,txn_type_code,merchant_category,merchant_cat_code,amount_usd,amount_log,cross_border,is_cross_bank,is_high_value,is_peak_hour,message_complexity,simulated_network_load_tps,load_z,issuer_host_available
TXN102854,2026-05-11 10:06:29,10,ATM,0,BALANCE_INQUIRY,0,Transport,10,23.5,3.1986731175506815,False,1,0,1,1,49.2,0.28092894145244696,True
TXN102855,2026-01-14 20:53:21,20,ECOM,1,WITHDRAWAL,5,Restaurant,9,135.36,4.915298447269702,False,0,1,0,2,40.1,-0.35935585474357534,True
TXN102856,2026-04-13 18:38:59,18,ECOM,1,BALANCE_INQUIRY,0,Transport,10,123.99,4.82823373410213,True,1,0,1,2,58.8,0.9563942209559425,True
TXN102857,2026-05-21 19:03:39,19,POS,3,PURCHASE,3,Utilities,11,82.89,4.429506416858203,False,0,0,1,2,48.8,0.25278455480646755,True
TXN102858,2026-05-11 01:08:34,1,MOBILE_APP,2,PURCHASE,3,Grocery,7,103.8,4.6520537718869415,False,1,0,0,2,2.0,-3.040108682773075,True
TXN102859,2026-03-22 20:51:24,20,USSD,4,WITHDRAWAL,5,Financial Services,4,15.13,2.7806808921371173,False,1,0,0,2,40.5,-0.33121146809759644,True
TXN102860,2026-02-04 19:55:02,19,ECOM,1,PURCHASE,3,Utilities,11,99.3,4.60816569496789,True,1,0,1,3,51.2,0.4216508746823419,True
TXN102861,2026-06-17 13:24:45,13,ATM,0,BALANCE_INQUIRY,0,Healthcare,8,168.7,5.134032172240181,False,0,1,0,1,59.5,1.005646897586406,True
TXN102862,2026-05-31 16:55:03,16,POS,3,PURCHASE,3,E-commerce,1,21.76,3.1250046092581303,False,0,0,0,2,44.6,-0.04273150497631162,True
TXN102863,2026-04-21 10:49:23,10,POS,3,BILL_PAYMENT,1,Utilities,11,132.4,4.893352133481524,False,1,1,1,3,54.7,0.6679142578346582,True
TXN102864,2026-01-16 16:39:22,16,MOBILE_APP,2,WITHDRAWAL,5,Education,2,1.0,0.6931471805599453,False,1,0,0,2,52.3,0.49904793795878377,True
TXN102865,2026-01-07 18:49:21,18,ECOM,1,PURCHASE,3,Utilities,11,43.79,3.8019849002192085,False,1,0,1,2,60.5,1.0760078642013535,True
TXN102866,2026-02-26 13:53:06,13,POS,3,FUND_TRANSFER,2,E-commerce,1,18.43,2.9668182633893485,True,1,0,0,4,50.3,0.3583260047288888,True
TXN102867,2026-01-29 02:38:15,2,MOBILE_APP,2,PURCHASE,3,Entertainment,3,4.54,1.7119945007591924,False,1,0,0,2,3.2,-2.9556755228351377,True
TXN102868,2026-06-04 12:15:21,12,ATM,0,REVERSAL,4,Government/Tax,6,10.57,2.448415541205585,False,1,0,1,4,55.0,0.6890225478191422,True
TXN102869,2026-02-07 17:14:28,17,ATM,0,FUND_TRANSFER,2,E-commerce,1,57.77,4.073631520624559,False,1,0,0,3,52.3,0.49904793795878377,True
TXN102870,2026-02-20 17:15:33,17,ECOM,1,PURCHASE,3,Government/Tax,6,248.54,5.519619222982875,False,1,1,0,2,52.7,0.5271923246047632,True
TXN102871,2026-06-25 13:01:37,13,MOBILE_APP,2,WITHDRAWAL,5,Transport,10,9.25,2.327277705584417,False,1,0,0,2,58.5,0.9352859309714584,True
TXN102872,2026-05-28 23:44:42,23,POS,3,BALANCE_INQUIRY,0,E-commerce,1,33.34,3.5363108554693294,False,1,0,0,1,16.4,-2.026910763517831,True
TXN102873,2026-02-09 07:10:37,7,MOBILE_APP,2,PURCHASE,3,Fuel,5,63.21,4.162158961805957,False,1,0,0,2,32.7,-0.8800270076941866,True
TXN102874,2026-03-11 08:31:24,8,ECOM,1,PURCHASE,3,Healthcare,8,24.18,3.2260500286162013,False,0,0,0,2,46.9,0.11909871823806742,True
TXN102875,2026-04-03 10:19:28,10,POS,3,PURCHASE,3,E-commerce,1,6.63,2.0320878452963655,False,1,0,1,2,43.9,-0.09198418160677506,True
TXN102876,2026-04-30 18:48:56,18,MOBILE_APP,2,BALANCE_INQUIRY,0,E-commerce,1,11.14,2.4965057856313524,False,1,0,1,1,63.6,1.2941268607076908,True
TXN102877,2026-06-18 18:46:52,18,MOBILE_APP,2,FUND_TRANSFER,2,Entertainment,3,35.95,3.609565647394211,False,1,0,1,3,68.0,1.6037151138134595,True
TXN102878,2026-06-06 18:26:50,18,POS,3,PURCHASE,3,Government/Tax,6,16.89,2.884241897520628,False,1,0,1,2,59.3,0.9915747042634162,True
TXN102879,2026-06-25 20:42:14,20,ECOM,1,PURCHASE,3,Restaurant,9,13.09,2.645465325910589,True,1,0,0,3,41.0,-0.2960309847901227,True
TXN102880,2026-01-08 12:05:15,12,MOBILE_APP,2,WITHDRAWAL,5,Entertainment,3,21.91,3.1315734964654043,False,1,0,1,2,58.9,0.9634303176174374,True
TXN102881,2026-02-12 11:31:18,11,MOBILE_APP,2,WITHDRAWAL,5,Utilities,11,11.9,2.5572273113676265,False,1,0,1,2,56.5,0.7945639977415635,True
TXN102882,2026-04-12 15:07:20,15,MOBILE_APP,2,BILL_PAYMENT,1,Education,2,13.73,2.689886230474539,False,1,0,0,3,45.4,0.013557268315646178,True
TXN102883,2026-01-09 12:01:28,12,POS,3,WITHDRAWAL,5,Healthcare,8,28.49,3.3840512228271846,False,1,0,1,2,59.8,1.02675518757089,True
TXN102884,2026-03-05 14:17:55,14,MOBILE_APP,2,PURCHASE,3,Fuel,5,50.9,3.949318790171843,False,1,0,0,2,44.7,-0.03569540831481677,True
TXN102885,2026-01-28 07:07:26,7,MOBILE_APP,2,PURCHASE,3,E-commerce,1,21.1,3.095577608523707,False,1,0,0,2,30.7,-1.020748940924082,True
TXN102886,2026-06-17 12:18:26,12,ECOM,1,PURCHASE,3,Financial Services,4,125.22,4.838026416156094,False,1,0,1,2,58.8,0.9563942209559425,True
TXN102887,2026-01-12 13:55:36,13,ECOM,1,WITHDRAWAL,5,Airtime/Telecom,0,118.29,4.781557503293855,True,1,0,0,3,55.3,0.7101308378036263,True
TXN102888,2026-01-27 06:47:33,6,POS,3,WITHDRAWAL,5,Restaurant,9,34.29,3.5635996376871786,False,1,0,0,2,24.4,-1.4640230305982511,True
TXN102889,2026-02-05 23:43:12,23,ATM,0,PURCHASE,3,Grocery,7,9.89,2.387844936944869,False,1,0,0,2,20.3,-1.7525029937195358,True
TXN102890,2026-01-27 03:30:47,3,POS,3,FUND_TRANSFER,2,Healthcare,8,95.95,4.574195381688661,False,1,0,0,3,12.9,-2.273174146670147,True
TXN102891,2026-04-13 20:54:14,20,ECOM,1,PURCHASE,3,Financial Services,4,53.13,3.9913885608088866,False,1,0,0,2,43.2,-0.141236858237238,True
TXN102892,2026-03-07 06:41:03,6,MOBILE_APP,2,WITHDRAWAL,5,Fuel,5,52.66,3.982667844997478,False,1,0,0,2,24.4,-1.4640230305982511,True
TXN102893,2026-06-14 19:32:38,19,ECOM,1,PURCHASE,3,Healthcare,8,1.7,0.9932517730102833,True,1,0,1,3,51.4,0.4357230680053311,True
TXN102894,2026-02-16 14:11:21,14,ECOM,1,FUND_TRANSFER,2,Financial Services,4,23.1,3.1822118404966093,True,1,0,0,4,42.8,-0.1693812448832174,True
TXN102895,2026-04-07 08:03:57,8,POS,3,WITHDRAWAL,5,Airtime/Telecom,0,10.45,2.4379897300002487,False,1,0,0,2,47.7,0.17538749153002572,True
TXN102896,2026-04-29 09:55:53,9,ECOM,1,PURCHASE,3,Transport,10,30.48,3.4493524235492026,False,0,0,1,2,51.4,0.4357230680053311,True
TXN102897,2026-04-23 11:46:44,11,POS,3,FUND_TRANSFER,2,Education,2,105.33,4.666547465662995,False,1,0,1,3,54.8,0.6749503544961525,True
TXN102898,2026-05-24 18:05:28,18,ATM,0,WITHDRAWAL,5,Restaurant,9,7.22,2.1065702090680887,False,1,0,1,2,61.4,1.139332734154806,True
TXN102899,2026-02-06 08:59:42,8,ECOM,1,PURCHASE,3,Fuel,5,8.55,2.256541154492639,False,1,0,0,2,53.2,0.5623728079122369,True
TXN102900,2026-04-02 09:34:44,9,ECOM,1,REVERSAL,4,Healthcare,8,34.47,3.5686872687855304,True,1,0,1,5,54.8,0.6749503544961525,True
TXN102901,2026-05-25 17:30:25,17,ECOM,1,PURCHASE,3,Transport,10,23.18,3.1855258451866466,True,1,0,0,3,53.1,0.555336711250742,True
TXN102902,2026-06-05 15:20:21,15,MOBILE_APP,2,PURCHASE,3,Grocery,7,48.6,3.903990833730882,False,1,0,0,2,48.1,0.2035318781760046,True
TXN102903,2026-04-22 12:05:12,12,ATM,0,WITHDRAWAL,5,Restaurant,9,209.65,5.350197988425026,False,1,1,1,2,58.0,0.9001054476639847,True
TXN102904,2026-04-28 05:43:06,5,ATM,0,BALANCE_INQUIRY,0,Airtime/Telecom,0,751.63,6.623573739177259,False,0,1,0,1,16.0,-2.05505515016381,True
TXN102905,2026-06-05 14:38:40,14,MOBILE_APP,2,FUND_TRANSFER,2,Restaurant,9,39.32,3.696847623763113,False,1,0,0,3,46.3,0.07688213826909883,True
TXN102906,2026-04-23 09:11:55,9,ECOM,1,PURCHASE,3,Healthcare,8,169.4,5.138148614395216,False,1,1,1,2,48.2,0.21056797483749945,False
TXN102907,2026-06-20 15:45:47,15,MOBILE_APP,2,FUND_TRANSFER,2,Education,2,6.32,1.9906103279732201,False,1,0,0,3,49.2,0.28092894145244696,True
TXN102908,2026-01-23 10:35:59,10,POS,3,PURCHASE,3,Financial Services,4,38.02,3.6640743351949654,False,1,0,1,2,50.1,0.3442538114058996,True
TXN102909,2026-03-04 22:49:17,22,POS,3,BALANCE_INQUIRY,0,Utilities,11,27.65,3.3551534431607486,True,1,0,0,2,21.2,-1.689178123766083,True
TXN102910,2026-01-21 15:49:59,15,MOBILE_APP,2,FUND_TRANSFER,2,Utilities,11,9.68,2.3683728335320486,False,1,0,0,3,45.1,-0.007551021668837869,True
TXN102911,2026-01-17 15:45:04,15,MOBILE_APP,2,PURCHASE,3,Airtime/Telecom,0,12.95,2.6354795082673745,False,1,0,0,2,51.2,0.4216508746823419,True
TXN102912,2026-03-26 19:37:45,19,ATM,0,BALANCE_INQUIRY,0,E-commerce,1,43.4,3.7932394694381792,False,1,0,1,1,47.8,0.18242358819152008,True
TXN102913,2026-02-10 23:58:57,23,ATM,0,PURCHASE,3,Utilities,11,54.24,4.0116873285410914,False,1,0,0,2,18.6,-1.8721166369649465,True
TXN102914,2026-03-15 18:16:31,18,ECOM,1,PURCHASE,3,Government/Tax,6,17.02,2.8914822521801917,False,0,0,1,2,59.2,0.9845386076019219,True
TXN102915,2026-03-20 15:23:54,15,POS,3,PURCHASE,3,Grocery,7,42.4,3.770459441106359,False,1,0,0,2,40.8,-0.3101031781131124,True
TXN102916,2026-04-22 19:55:20,19,MOBILE_APP,2,PURCHASE,3,E-commerce,1,84.74,4.451319461169831,False,0,0,1,2,56.9,0.8227083843875423,True
TXN102917,2026-06-20 08:44:53,8,ECOM,1,WITHDRAWAL,5,Transport,10,23.56,3.2011191032789417,False,1,0,0,2,46.4,0.08391823493059367,True
TXN102918,2026-06-02 18:45:16,18,ECOM,1,BALANCE_INQUIRY,0,Utilities,11,31.07,3.4679210137050633,False,1,0,1,1,63.2,1.2659824740617118,True
TXN102919,2026-03-10 17:43:21,17,POS,3,WITHDRAWAL,5,Airtime/Telecom,0,12.76,2.6217658325051976,False,1,0,0,2,51.3,0.42868697134383627,True
TXN102920,2026-02-28 14:18:35,14,ATM,0,FUND_TRANSFER,2,Entertainment,3,250.3,5.526647444549546,False,1,1,0,3,50.5,0.3723981980518785,True
TXN102921,2026-05-19 19:22:28,19,ECOM,1,WITHDRAWAL,5,Government/Tax,6,83.54,4.437224795138644,True,1,0,1,3,48.7,0.2457484581449732,True
TXN102922,2026-01-23 17:01:21,17,MOBILE_APP,2,BALANCE_INQUIRY,0,Grocery,7,77.1,4.35799005684564,False,1,0,0,1,49.5,0.302037231436931,True
TXN102923,2026-04-08 17:53:14,17,ATM,0,WITHDRAWAL,5,Transport,10,30.6,3.4531571205928664,False,0,0,0,2,55.0,0.6890225478191422,True
TXN102924,2026-03-18 20:20:49,20,MOBILE_APP,2,BILL_PAYMENT,1,Entertainment,3,23.62,3.2035591207563074,False,1,0,0,3,44.7,-0.03569540831481677,True
TXN102925,2026-02-02 17:14:41,17,ECOM,1,BALANCE_INQUIRY,0,Grocery,7,24.09,3.222469360378331,False,1,0,0,1,56.7,0.8086361910645532,True
TXN102926,2026-04-21 09:34:50,9,POS,3,PURCHASE,3,Transport,10,76.31,4.347823313332383,False,1,0,1,2,49.6,0.30907332809842586,True
TXN102927,2026-02-27 08:40:57,8,MOBILE_APP,2,BILL_PAYMENT,1,E-commerce,1,30.51,3.4503049557691834,False,0,0,0,3,46.0,0.05577384828461478,True
TXN102928,2026-02-03 14:28:57,14,POS,3,PURCHASE,3,Transport,10,81.65,4.4146148242670336,False,1,0,0,2,49.8,0.32314552142141506,True
TXN102929,2026-04-28 09:24:07,9,ECOM,1,PURCHASE,3,Airtime/Telecom,0,6.56,2.0228711901914416,False,1,0,1,2,53.3,0.5694089045737313,True
TXN102930,2026-02-01 17:15:23,17,ATM,0,PURCHASE,3,Utilities,11,361.08,5.891865181885227,False,1,1,0,2,56.5,0.7945639977415635,True
TXN102931,2026-05-02 19:16:36,19,POS,3,PURCHASE,3,Utilities,11,162.0,5.093750200806762,False,1,1,1,2,49.6,0.30907332809842586,True
TXN102932,2026-01-30 10:54:12,10,POS,3,REVERSAL,4,Grocery,7,25.53,3.2782761681496484,False,1,0,1,4,55.1,0.696058644480637,True
TXN102933,2026-03-20 20:06:29,20,ECOM,1,BALANCE_INQUIRY,0,Education,2,16.44,2.8587664184808337,False,1,0,0,1,42.6,-0.1834534382062066,True
TXN102934,2026-05-26 18:33:08,18,ECOM,1,PURCHASE,3,Transport,10,146.53,4.994031544929475,True,1,1,1,3,59.3,0.9915747042634162,True
TXN102935,2026-02-11 23:00:01,23,MOBILE_APP,2,PURCHASE,3,Utilities,11,37.72,3.656356262408376,False,0,0,0,2,15.6,-2.083199536809789,True
TXN102936,2026-05-19 09:29:51,9,ECOM,1,BILL_PAYMENT,1,Utilities,11,89.55,4.505902184329423,False,1,0,1,3,52.4,0.5060840346202786,True
TXN102937,2026-05-10 13:13:21,13,POS,3,FUND_TRANSFER,2,Utilities,11,15.88,2.826129489167811,True,1,0,0,4,54.3,0.6397698711886788,True
TXN102938,2026-06-12 16:55:45,16,USSD,4,PURCHASE,3,Entertainment,3,14.38,2.733067964077498,False,1,0,0,2,43.3,-0.13420076157574365,True
TXN102939,2026-01-31 18:43:50,18,ECOM,1,PURCHASE,3,Fuel,5,43.91,3.8046604870996465,True,1,0,1,3,65.6,1.4348487939375851,True
TXN102940,2026-05-09 20:54:24,20,MOBILE_APP,2,WITHDRAWAL,5,Transport,10,85.88,4.464527856185625,False,1,0,0,2,45.4,0.013557268315646178,True
TXN102941,2026-06-18 20:28:16,20,ECOM,1,WITHDRAWAL,5,Airtime/Telecom,0,83.25,4.433788569232471,False,1,0,0,2,39.6,-0.3945363380510491,True
TXN102942,2026-05-18 09:25:21,9,ATM,0,PURCHASE,3,Government/Tax,6,39.93,3.7118632905043114,False,1,0,1,2,52.5,0.5131201312817735,True
TXN102943,2026-02-03 12:45:59,12,ECOM,1,PURCHASE,3,Education,2,31.26,3.4738280726970627,False,1,0,1,2,59.5,1.005646897586406,True
TXN102944,2026-05-28 17:16:33,17,ECOM,1,PURCHASE,3,Grocery,7,19.35,3.013080911888604,False,1,0,0,2,59.6,1.0126829942479008,True
TXN102945,2026-01-20 07:58:47,7,POS,3,PURCHASE,3,Transport,10,67.21,4.222591181666628,False,1,0,0,2,35.1,-0.7111606878183128,True
TXN102946,2026-04-16 22:34:58,22,ATM,0,PURCHASE,3,Government/Tax,6,68.85,4.246350085702971,False,1,0,0,2,19.1,-1.8369361536574726,True
TXN102947,2026-03-31 18:09:15,18,ECOM,1,PURCHASE,3,Education,2,9.96,2.3942522815198695,True,1,0,1,3,63.0,1.2519102807387221,True
TXN102948,2026-04-06 19:33:46,19,USSD,4,PURCHASE,3,Government/Tax,6,4.9,1.7749523509116738,False,1,0,1,2,50.2,0.35128990806739446,True
TXN102949,2026-04-04 20:20:08,20,MOBILE_APP,2,WITHDRAWAL,5,Fuel,5,58.01,4.077706921069077,False,1,0,0,2,34.7,-0.7393050744642917,True
TXN102950,2026-01-06 08:49:01,8,POS,3,FUND_TRANSFER,2,Government/Tax,6,10.67,2.4570214462984645,False,1,0,0,3,46.6,0.09799042825358337,True
TXN102951,2026-04-02 12:12:13,12,USSD,4,WITHDRAWAL,5,Financial Services,4,4.63,1.728109442151599,False,1,0,1,2,53.2,0.5623728079122369,True
TXN102952,2026-06-18 16:40:53,16,POS,3,FUND_TRANSFER,2,Entertainment,3,44.56,3.8190301385789813,False,1,0,0,3,42.8,-0.1693812448832174,True
TXN102953,2026-03-20 19:35:47,19,ECOM,1,BALANCE_INQUIRY,0,Utilities,11,103.31,4.64736723468788,False,1,0,1,1,50.3,0.3583260047288888,True
TXN102954,2026-02-19 17:07:51,17,ECOM,1,WITHDRAWAL,5,Education,2,71.46,4.283034685466931,False,1,0,0,2,54.2,0.6327337745271844,True
TXN102955,2026-06-29 07:45:14,7,POS,3,REVERSAL,4,Grocery,7,15.94,2.8296776892239084,False,1,0,0,4,39.3,-0.41564462803553365,True
TXN102956,2026-01-18 16:06:05,16,ATM,0,BALANCE_INQUIRY,0,Fuel,5,340.09,5.832146372078991,False,1,1,0,1,45.9,0.048737751623119926,True
TXN102957,2026-03-29 10:12:18,10,POS,3,PURCHASE,3,Transport,10,73.71,4.31361395198771,False,0,0,1,2,53.7,0.5975532912197107,True
TXN102958,2026-04-03 12:19:42,12,MOBILE_APP,2,PURCHASE,3,Education,2,66.81,4.216709676695751,False,1,0,1,2,58.3,0.9212137376484687,True
TXN102959,2026-03-28 23:47:07,23,POS,3,PURCHASE,3,Restaurant,9,8.52,2.253394848803274,False,1,0,0,2,14.1,-2.1887409867322103,True
TXN102960,2026-06-15 08:10:07,8,ATM,0,WITHDRAWAL,5,Airtime/Telecom,0,25.45,3.2752561583043085,False,1,0,0,2,49.7,0.3161094247599207,True
TXN102961,2026-03-17 07:02:42,7,ATM,0,PURCHASE,3,Education,2,50.47,3.940999113664663,False,1,0,0,2,35.5,-0.6830163011723339,True
TXN102962,2026-06-25 12:09:06,12,POS,3,BILL_PAYMENT,1,Education,2,8.9,2.2925347571405443,False,1,0,1,3,59.7,1.0197190909093956,True
TXN102963,2026-01-13 19:38:28,19,MOBILE_APP,2,PURCHASE,3,Government/Tax,6,3.04,1.3962446919730587,False,1,0,1,2,52.6,0.5201562279432683,True
TXN102964,2026-05-13 08:34:01,8,POS,3,PURCHASE,3,Airtime/Telecom,0,23.16,3.184698373066614,False,1,0,0,2,50.5,0.3723981980518785,True
TXN102965,2026-04-17 06:50:44,6,ECOM,1,PURCHASE,3,E-commerce,1,71.35,4.281515453077493,True,1,0,0,3,25.2,-1.4077342573062932,True
TXN102966,2026-02-13 12:01:05,12,MOBILE_APP,2,WITHDRAWAL,5,Utilities,11,45.33,3.835789699428557,False,0,0,1,2,54.9,0.6819864511576473,True
TXN102967,2026-02-11 16:55:20,16,MOBILE_APP,2,PURCHASE,3,Financial Services,4,58.75,4.09016919081162,False,0,0,0,2,45.5,0.020593364977141027,True
TXN102968,2026-05-10 08:41:32,8,ATM,0,BALANCE_INQUIRY,0,Utilities,11,232.13,5.451596237889261,False,1,1,0,1,45.2,-0.0005149250073430198,True
TXN102969,2026-04-25 18:21:52,18,USSD,4,PURCHASE,3,Airtime/Telecom,0,13.97,2.706048198431537,False,1,0,1,2,58.7,0.9493581242944481,True
TXN102970,2026-04-21 19:32:38,19,MOBILE_APP,2,PURCHASE,3,Financial Services,4,17.18,2.900322088749333,False,1,0,1,2,54.6,0.6608781611731633,True
TXN102971,2026-01-10 14:06:26,14,POS,3,PURCHASE,3,Airtime/Telecom,0,40.1,3.716008121502189,False,1,0,0,2,49.4,0.29500113477543616,True
TXN102972,2026-04-18 02:36:26,2,ATM,0,FUND_TRANSFER,2,Restaurant,9,91.3,4.525044141508807,False,1,0,0,3,9.8,-2.491293143176484,True
TXN102973,2026-06-26 14:30:35,14,MOBILE_APP,2,WITHDRAWAL,5,Entertainment,3,14.98,2.7713379403381286,False,1,0,0,2,47.8,0.18242358819152008,True
TXN102974,2026-01-04 09:52:07,9,POS,3,PURCHASE,3,Entertainment,3,37.21,3.6430972614588084,False,1,0,1,2,50.3,0.3583260047288888,True
TXN102975,2026-03-26 12:27:28,12,USSD,4,PURCHASE,3,Healthcare,8,17.14,2.8981194446869907,False,1,0,1,2,61.0,1.1111883475088271,True
TXN102976,2026-03-30 18:50:42,18,ECOM,1,WITHDRAWAL,5,Financial Services,4,64.62,4.183880527532955,False,1,0,1,2,62.7,1.230801990754238,True
TXN102977,2026-06-11 05:37:02,5,POS,3,PURCHASE,3,Restaurant,9,43.04,3.785098311854479,False,0,0,0,2,13.7,-2.2168853733781893,True
TXN102978,2026-02-20 00:54:46,0,MOBILE_APP,2,WITHDRAWAL,5,Airtime/Telecom,0,80.9,4.405498990859024,False,1,0,0,2,13.0,-2.2661380500086525,True
TXN102979,2026-03-27 07:34:07,7,ATM,0,FUND_TRANSFER,2,Grocery,7,8.94,2.2965670206684825,False,1,0,0,3,35.8,-0.6619080111878498,True
TXN102980,2026-05-10 04:01:12,4,ECOM,1,FUND_TRANSFER,2,Entertainment,3,9.53,2.354228326145884,False,1,0,0,3,7.4,-2.6601594630523584,True
TXN102981,2026-01-11 10:11:23,10,MOBILE_APP,2,FUND_TRANSFER,2,Fuel,5,44.3,3.8133070324889884,False,0,0,1,3,50.8,0.39350648803636257,True
TXN102982,2026-05-25 12:02:15,12,POS,3,BALANCE_INQUIRY,0,E-commerce,1,32.25,3.5040547671018634,False,1,0,1,1,58.8,0.9563942209559425,True
TXN102983,2026-05-28 18:02:01,18,POS,3,REVERSAL,4,Fuel,5,31.26,3.4738280726970627,False,1,0,1,4,62.5,1.2167297974312483,True
TXN102984,2026-05-10 02:08:43,2,POS,3,BALANCE_INQUIRY,0,Education,2,22.23,3.145444546782318,False,1,0,0,1,5.0,-2.8290257829282326,True
TXN102985,2026-04-27 11:58:58,11,POS,3,FUND_TRANSFER,2,Government/Tax,6,41.46,3.74856245627511,False,1,0,1,3,53.8,0.604589387881205,True
TXN102986,2026-05-15 21:08:08,21,POS,3,FUND_TRANSFER,2,Grocery,7,20.54,3.0699116717282426,False,1,0,0,3,29.2,-1.1262903908465032,True
TXN102987,2026-05-21 15:24:42,15,POS,3,PURCHASE,3,Grocery,7,7.75,2.169053700369523,False,1,0,0,2,40.3,-0.34528366142058614,True
TXN102988,2026-06-12 19:58:07,19,POS,3,PURCHASE,3,Transport,10,49.71,3.926123129806928,False,1,0,1,2,44.1,-0.07791198828378536,True
TXN102989,2026-03-19 13:34:42,13,MOBILE_APP,2,FUND_TRANSFER,2,Transport,10,23.34,3.1921210875593813,False,0,0,0,3,53.7,0.5975532912197107,True
TXN102990,2026-03-24 06:25:46,6,POS,3,FUND_TRANSFER,2,Transport,10,118.63,4.784403646182813,False,0,0,0,3,18.4,-1.8861888302879362,True
TXN102991,2026-04-25 08:02:03,8,ATM,0,PURCHASE,3,Grocery,7,57.08,4.06182137051654,True,1,0,0,3,48.2,0.21056797483749945,True
TXN102992,2026-02-04 18:10:55,18,MOBILE_APP,2,WITHDRAWAL,5,Airtime/Telecom,0,52.67,3.9828541861887374,False,1,0,1,2,65.5,1.427812697276091,True
TXN102993,2026-06-04 19:10:44,19,POS,3,FUND_TRANSFER,2,Government/Tax,6,12.08,2.5710843460290524,False,1,0,1,3,50.9,0.40054258469785736,True
TXN102994,2026-05-19 13:38:26,13,POS,3,FUND_TRANSFER,2,Healthcare,8,387.38,5.961984241785474,False,1,1,0,3,53.0,0.5483006145892472,True
TXN102995,2026-04-24 13:29:21,13,ATM,0,FUND_TRANSFER,2,Financial Services,4,55.2,4.028916756899646,False,1,0,0,3,59.6,1.0126829942479008,True
TXN102996,2026-02-24 13:38:50,13,POS,3,PURCHASE,3,Fuel,5,62.28,4.147569323459399,False,1,0,0,2,59.3,0.9915747042634162,True
TXN102997,2026-03-04 01:27:39,1,ECOM,1,WITHDRAWAL,5,Education,2,12.49,2.6019486702196644,False,1,0,0,2,10.9,-2.4138960799000424,True
TXN102998,2026-03-20 06:32:15,6,MOBILE_APP,2,BILL_PAYMENT,1,E-commerce,1,15.31,2.7917784166329227,False,0,0,0,3,26.3,-1.3303371940298507,True
TXN102999,2026-04-30 23:14:32,23,ECOM,1,PURCHASE,3,Grocery,7,130.77,4.881057978557161,False,1,1,0,2,19.5,-1.8087917670114937,True
TXN103000,2026-05-21 03:02:54,3,MOBILE_APP,2,WITHDRAWAL,5,Financial Services,4,13.9,2.7013612129514133,True,1,0,0,3,7.3,-2.6671955597138535,True
TXN103001,2026-05-01 11:48:23,11,MOBILE_APP,2,REVERSAL,4,Healthcare,8,13.91,2.702032128776647,False,1,0,1,4,52.2,0.4920118412972894,False
TXN103002,2026-06-17 17:24:53,17,ATM,0,PURCHASE,3,Government/Tax,6,17.66,2.926382195419198,False,1,0,0,2,55.9,0.7523474177725948,True
TXN103003,2026-06-22 12:54:58,12,ECOM,1,BILL_PAYMENT,1,Fuel,5,72.42,4.2961963780686885,True,1,0,1,4,60.9,1.1041522508473323,True
TXN103004,2026-05-07 23:13:05,23,USSD,4,PURCHASE,3,Education,2,22.81,3.170105660498771,False,1,0,0,2,16.9,-1.9917302802103574,True
TXN103005,2026-03-08 02:17:48,2,POS,3,PURCHASE,3,Financial Services,4,116.45,4.7660127111049215,False,1,0,0,2,8.3,-2.5968345930989054,True
TXN103006,2026-04-18 20:23:05,20,ECOM,1,PURCHASE,3,Airtime/Telecom,0,59.32,4.099663723699701,True,1,0,0,3,39.6,-0.3945363380510491,True
TXN103007,2026-03-18 07:41:25,7,POS,3,PURCHASE,3,Restaurant,9,25.13,3.263084079532521,True,1,0,0,3,36.6,-0.6056192378958916,True
TXN103008,2026-04-24 09:06:00,9,MOBILE_APP,2,REVERSAL,4,Entertainment,3,49.71,3.926123129806928,False,1,0,1,4,51.3,0.42868697134383627,True
TXN103009,2026-05-27 14:09:53,14,ECOM,1,PURCHASE,3,Entertainment,3,41.27,3.7440776145786985,True,1,0,0,3,45.6,0.027629461638635878,True
TXN103010,2026-03-08 19:09:03,19,POS,3,FUND_TRANSFER,2,Healthcare,8,16.62,2.8690346205080335,False,1,0,1,3,50.3,0.3583260047288888,True
TXN103011,2026-04-02 12:06:22,12,MOBILE_APP,2,FUND_TRANSFER,2,Grocery,7,7.8,2.174751721484161,False,0,0,1,3,61.2,1.1252605408318168,True
TXN103012,2026-01-09 10:21:19,10,MOBILE_APP,2,PURCHASE,3,Entertainment,3,11.84,2.552565298261815,False,1,0,1,2,49.6,0.30907332809842586,True
TXN103013,2026-05-13 12:10:08,12,POS,3,BILL_PAYMENT,1,E-commerce,1,84.78,4.451785879088734,False,1,0,1,3,56.0,0.7593835144340897,True
TXN103014,2026-03-30 06:43:12,6,ECOM,1,WITHDRAWAL,5,Airtime/Telecom,0,90.43,4.515573652176335,False,1,0,0,2,26.5,-1.3162650007068613,True
TXN103015,2026-03-24 19:08:10,19,MOBILE_APP,2,BILL_PAYMENT,1,Financial Services,4,7.58,2.149433913499871,False,0,0,1,3,47.8,0.18242358819152008,True
TXN103016,2026-04-06 20:00:26,20,ATM,0,PURCHASE,3,Restaurant,9,117.38,4.773899789262579,False,1,0,0,2,41.7,-0.24677830815965923,True
