transaction_id,timestamp,hour_of_day,txn_type,mti_code,channel,issuer_bank_id,acquirer_bank_id,merchant_category,amount_usd,cross_border,simulated_network_load_tps,issuer_host_available
TXN119484,2026-01-23 14:58:34,14,PURCHASE,0200,POS,1,1,Government/Tax,13.87,False,50.3,True
TXN119485,2026-04-14 11:59:14,11,PURCHASE,0200,USSD,5,3,Government/Tax,8.74,False,57.6,True
TXN119486,2026-06-28 17:18:38,17,BALANCE_INQUIRY,0100,POS,6,4,Government/Tax,46.03,False,57.1,True
TXN119487,2026-04-26 12:35:53,12,PURCHASE,0200,ATM,3,3,Transport,65.44,False,55.9,True
TXN119488,2026-05-15 18:23:53,18,WITHDRAWAL,0200,ECOM,6,3,Restaurant,29.44,True,63.1,True
TXN119489,2026-05-25 06:47:57,6,BALANCE_INQUIRY,0100,POS,1,6,Government/Tax,6.11,False,28.0,True
TXN119490,2026-01-07 09:44:31,9,PURCHASE,0200,ATM,6,5,Healthcare,98.65,False,52.5,True
TXN119491,2026-05-23 10:47:44,10,BILL_PAYMENT,0200,ATM,3,2,E-commerce,135.75,False,43.5,True
TXN119492,2026-02-13 01:29:44,1,PURCHASE,0200,POS,1,2,Airtime/Telecom,46.8,False,9.3,True
TXN119493,2026-04-30 16:26:26,16,PURCHASE,0200,MOBILE_APP,3,2,Fuel,27.85,True,45.3,True
TXN119494,2026-06-27 17:12:51,17,PURCHASE,0200,ECOM,6,2,Financial Services,9.38,False,55.4,True
TXN119495,2026-06-10 12:04:30,12,BILL_PAYMENT,0200,ECOM,1,6,Healthcare,613.87,False,63.7,True
TXN119496,2026-03-16 18:24:25,18,BALANCE_INQUIRY,0100,MOBILE_APP,3,6,Grocery,47.37,False,63.1,True
TXN119497,2026-05-31 21:07:14,21,PURCHASE,0200,POS,5,5,Education,50.37,False,30.9,True
TXN119498,2026-04-22 17:13:26,17,BALANCE_INQUIRY,0100,ATM,2,5,Education,42.69,False,53.5,True
TXN119499,2026-01-24 16:25:38,16,WITHDRAWAL,0200,MOBILE_APP,4,6,Grocery,76.8,False,44.0,True
TXN119500,2026-02-13 13:58:08,13,FUND_TRANSFER,0200,MOBILE_APP,3,2,Entertainment,7.69,True,64.1,True
TXN119501,2026-06-22 14:38:58,14,PURCHASE,0200,POS,5,5,Government/Tax,17.38,False,48.7,True
TXN119502,2026-06-14 10:58:24,10,FUND_TRANSFER,0200,MOBILE_APP,3,2,Airtime/Telecom,20.98,True,45.7,True
TXN119503,2026-06-10 09:32:10,9,PURCHASE,0200,ATM,1,6,Entertainment,176.98,False,44.9,True
TXN119504,2026-03-11 01:53:29,1,WITHDRAWAL,0200,MOBILE_APP,2,2,Financial Services,25.83,False,12.0,True
TXN119505,2026-02-27 13:45:13,13,PURCHASE,0200,ATM,5,4,E-commerce,39.65,False,51.3,False
TXN119506,2026-05-26 09:25:50,9,BILL_PAYMENT,0200,POS,3,5,E-commerce,38.44,False,51.0,True
TXN119507,2026-01-04 13:53:24,13,PURCHASE,0200,POS,2,1,Airtime/Telecom,112.38,False,54.3,True
TXN119508,2026-06-11 18:33:15,18,PURCHASE,0200,ATM,2,2,Financial Services,12.09,False,65.2,True
TXN119509,2026-04-19 11:13:49,11,BALANCE_INQUIRY,0100,POS,4,1,Healthcare,124.22,True,54.7,True
TXN119510,2026-04-24 11:46:20,11,FUND_TRANSFER,0200,ECOM,2,2,Fuel,61.03,False,57.7,True
TXN119511,2026-03-20 12:21:35,12,WITHDRAWAL,0200,POS,5,1,Airtime/Telecom,44.93,False,60.5,True
TXN119512,2026-06-26 13:01:08,13,FUND_TRANSFER,0200,POS,3,6,Healthcare,9.16,False,52.8,True
TXN119513,2026-05-15 10:18:41,10,PURCHASE,0200,ECOM,2,3,Restaurant,77.81,True,52.6,True
TXN119514,2026-01-10 15:29:07,15,PURCHASE,0200,POS,4,3,Grocery,7.93,True,46.5,True
TXN119515,2026-04-05 02:10:39,2,WITHDRAWAL,0200,POS,3,2,E-commerce,21.57,False,2.0,True
TXN119516,2026-06-04 13:26:16,13,REVERSAL,0420,POS,2,2,Government/Tax,19.16,False,58.3,True
TXN119517,2026-01-14 16:33:05,16,FUND_TRANSFER,0200,POS,3,5,Grocery,69.61,False,45.8,True
TXN119518,2026-05-13 13:05:48,13,BALANCE_INQUIRY,0100,ATM,1,3,Restaurant,89.85,False,54.3,True
TXN119519,2026-02-14 22:08:39,22,WITHDRAWAL,0200,ATM,1,5,Grocery,118.38,False,18.2,True
TXN119520,2026-04-02 08:49:03,8,WITHDRAWAL,0200,POS,6,6,E-commerce,14.03,False,48.3,True
TXN119521,2026-06-08 13:02:57,13,PURCHASE,0200,MOBILE_APP,2,2,Government/Tax,53.41,False,49.0,True
TXN119522,2026-03-30 10:26:40,10,WITHDRAWAL,0200,ECOM,6,1,Airtime/Telecom,47.12,False,46.6,True
TXN119523,2026-01-07 20:03:02,20,WITHDRAWAL,0200,POS,5,4,Utilities,14.82,False,33.2,True
TXN119524,2026-01-04 08:56:31,8,BALANCE_INQUIRY,0100,USSD,3,1,Utilities,14.28,False,45.1,True
TXN119525,2026-05-13 14:45:28,14,BILL_PAYMENT,0200,ATM,1,6,Restaurant,57.48,False,47.3,True
TXN119526,2026-06-17 12:12:05,12,WITHDRAWAL,0200,POS,1,4,Financial Services,46.09,True,59.4,True
TXN119527,2026-02-22 20:34:48,20,FUND_TRANSFER,0200,ATM,1,1,Education,55.83,False,41.0,True
TXN119528,2026-06-18 14:29:22,14,PURCHASE,0200,POS,3,5,E-commerce,128.85,False,45.9,True
TXN119529,2026-03-23 13:56:18,13,BALANCE_INQUIRY,0100,POS,1,3,Government/Tax,24.5,False,53.5,True
TXN119530,2026-01-11 15:55:25,15,WITHDRAWAL,0200,POS,1,1,Financial Services,38.34,False,44.4,True
TXN119531,2026-04-06 17:55:04,17,WITHDRAWAL,0200,ECOM,1,4,Healthcare,183.57,False,54.1,True
TXN119532,2026-06-25 02:52:33,2,BILL_PAYMENT,0200,MOBILE_APP,3,6,Grocery,22.75,False,3.8,True
TXN119533,2026-02-15 09:43:29,9,PURCHASE,0200,MOBILE_APP,4,6,Transport,12.69,False,49.2,True
TXN119534,2026-06-22 09:31:25,9,PURCHASE,0200,POS,4,1,Government/Tax,86.56,False,54.4,True
TXN119535,2026-04-28 12:51:05,12,FUND_TRANSFER,0200,POS,4,2,Utilities,34.4,False,61.5,True
TXN119536,2026-03-13 15:22:01,15,BILL_PAYMENT,0200,POS,4,4,Financial Services,93.1,False,42.5,True
TXN119537,2026-05-05 20:08:36,20,PURCHASE,0200,ECOM,5,4,Entertainment,373.11,True,42.7,True
TXN119538,2026-03-14 14:22:07,14,PURCHASE,0200,POS,1,5,Transport,219.93,False,48.0,True
TXN119539,2026-01-16 08:48:46,8,PURCHASE,0200,USSD,5,4,Transport,20.37,False,47.8,True
TXN119540,2026-06-06 14:27:21,14,BILL_PAYMENT,0200,ECOM,1,2,Restaurant,29.65,False,50.3,True
TXN119541,2026-03-09 12:40:25,12,PURCHASE,0200,ECOM,6,1,Financial Services,38.76,True,57.7,True
TXN119542,2026-04-12 16:14:56,16,BALANCE_INQUIRY,0100,ECOM,3,4,Grocery,13.41,True,43.2,True
TXN119543,2026-05-14 16:51:28,16,PURCHASE,0200,ATM,6,1,Financial Services,15.53,False,46.6,True
TXN119544,2026-01-15 16:55:35,16,BILL_PAYMENT,0200,POS,4,6,Healthcare,60.01,False,48.1,True
TXN119545,2026-05-10 23:16:32,23,WITHDRAWAL,0200,POS,2,4,Healthcare,38.9,False,17.8,True
TXN119546,2026-03-07 02:40:41,2,REVERSAL,0420,ECOM,2,1,Education,44.0,False,4.2,True
TXN119547,2026-04-09 18:45:33,18,FUND_TRANSFER,0200,POS,2,3,Entertainment,308.96,False,63.9,True
TXN119548,2026-03-24 19:26:36,19,PURCHASE,0200,ECOM,6,5,E-commerce,77.71,False,50.1,True
TXN119549,2026-05-20 09:03:45,9,WITHDRAWAL,0200,POS,5,6,Transport,59.22,False,55.3,True
TXN119550,2026-02-03 18:51:01,18,PURCHASE,0200,USSD,2,5,Financial Services,9.39,True,59.6,True
TXN119551,2026-01-20 07:44:40,7,PURCHASE,0200,MOBILE_APP,1,1,Financial Services,8.16,False,35.6,True
TXN119552,2026-03-15 14:08:31,14,FUND_TRANSFER,0200,ATM,1,6,Utilities,29.73,False,46.0,True
TXN119553,2026-01-22 11:11:44,11,PURCHASE,0200,POS,1,2,Healthcare,28.05,False,51.6,True
TXN119554,2026-02-13 09:35:17,9,PURCHASE,0200,ECOM,2,5,Government/Tax,215.66,True,53.1,True
TXN119555,2026-04-29 16:57:32,16,WITHDRAWAL,0200,POS,3,4,Airtime/Telecom,42.35,False,45.1,True
TXN119556,2026-05-28 12:44:04,12,PURCHASE,0200,ATM,5,6,Financial Services,142.78,False,60.6,True
TXN119557,2026-05-05 08:59:15,8,WITHDRAWAL,0200,ECOM,3,6,Financial Services,120.21,True,47.1,True
TXN119558,2026-02-27 15:43:46,15,PURCHASE,0200,MOBILE_APP,6,4,Airtime/Telecom,16.63,False,44.0,True
TXN119559,2026-05-27 13:24:15,13,FUND_TRANSFER,0200,ATM,5,3,Utilities,8.9,False,57.5,True
TXN119560,2026-03-15 03:56:44,3,BILL_PAYMENT,0200,POS,1,4,Financial Services,36.04,False,5.4,True
TXN119561,2026-02-02 19:55:47,19,PURCHASE,0200,ATM,6,3,Airtime/Telecom,113.34,False,55.1,True
TXN119562,2026-05-17 23:39:37,23,WITHDRAWAL,0200,POS,6,1,Grocery,60.94,False,18.0,True
TXN119563,2026-04-04 11:15:50,11,FUND_TRANSFER,0200,MOBILE_APP,2,4,Utilities,32.68,False,50.1,True
TXN119564,2026-03-08 23:18:19,23,BILL_PAYMENT,0200,POS,4,6,Transport,10.8,False,19.5,True
TXN119565,2026-04-29 23:37:14,23,PURCHASE,0200,POS,3,6,Utilities,5.72,False,17.2,True
TXN119566,2026-05-11 13:23:25,13,WITHDRAWAL,0200,POS,2,4,Restaurant,21.58,False,56.0,True
TXN119567,2026-02-10 20:52:07,20,PURCHASE,0200,MOBILE_APP,6,6,Restaurant,21.16,False,35.4,True
TXN119568,2026-01-22 18:09:49,18,BILL_PAYMENT,0200,POS,3,5,Education,32.02,False,52.9,True
TXN119569,2026-04-04 19:49:25,19,BALANCE_INQUIRY,0100,POS,3,5,Entertainment,117.2,False,56.5,True
TXN119570,2026-01-10 07:48:20,7,FUND_TRANSFER,0200,ECOM,1,3,Fuel,43.9,True,39.5,True
TXN119571,2026-04-25 18:21:50,18,FUND_TRANSFER,0200,POS,5,1,Grocery,45.05,False,59.5,True
TXN119572,2026-03-21 09:41:10,9,REVERSAL,0420,POS,6,6,Healthcare,155.01,False,51.3,True
TXN119573,2026-02-08 18:11:47,18,BILL_PAYMENT,0200,ECOM,6,4,Transport,134.16,True,62.3,True
TXN119574,2026-04-18 09:28:42,9,PURCHASE,0200,POS,4,6,Fuel,21.13,False,52.0,True
TXN119575,2026-03-09 18:17:07,18,BILL_PAYMENT,0200,POS,3,1,Entertainment,19.03,False,60.9,True
TXN119576,2026-03-11 20:16:04,20,PURCHASE,0200,ATM,4,2,Restaurant,78.27,False,43.9,True
TXN119577,2026-02-08 13:00:10,13,BALANCE_INQUIRY,0100,POS,2,6,Healthcare,20.98,False,58.2,True
TXN119578,2026-05-02 12:20:18,12,BILL_PAYMENT,0200,ECOM,3,3,Grocery,18.29,False,59.6,True
TXN119579,2026-06-12 08:20:07,8,BALANCE_INQUIRY,0100,POS,6,4,Entertainment,42.08,False,43.7,False
TXN119580,2026-04-22 09:19:02,9,PURCHASE,0200,MOBILE_APP,3,5,Grocery,22.07,False,50.7,True
TXN119581,2026-02-12 23:43:44,23,WITHDRAWAL,0200,MOBILE_APP,4,6,Education,5.06,False,16.6,True
TXN119582,2026-05-31 17:59:14,17,BILL_PAYMENT,0200,MOBILE_APP,1,4,Government/Tax,36.84,False,53.0,True
TXN119583,2026-01-22 18:27:29,18,BALANCE_INQUIRY,0100,ATM,3,1,Government/Tax,26.11,False,58.8,True
TXN119584,2026-02-22 18:35:05,18,PURCHASE,0200,ATM,2,6,Restaurant,75.85,False,63.6,True
TXN119585,2026-01-07 15:08:58,15,PURCHASE,0200,MOBILE_APP,1,5,Government/Tax,185.21,False,48.8,True
TXN119586,2026-06-02 12:20:02,12,PURCHASE,0200,MOBILE_APP,3,3,Education,34.65,False,59.1,True
TXN119587,2026-01-09 11:20:23,11,WITHDRAWAL,0200,ECOM,4,5,Grocery,178.67,True,53.7,True
TXN119588,2026-04-09 02:18:57,2,BALANCE_INQUIRY,0100,ECOM,4,4,Utilities,73.21,False,11.7,True
TXN119589,2026-02-04 18:15:50,18,PURCHASE,0200,POS,4,4,Fuel,27.28,False,60.1,True
TXN119590,2026-02-08 19:14:43,19,FUND_TRANSFER,0200,POS,6,6,Utilities,17.47,False,54.8,True
TXN119591,2026-04-20 11:35:50,11,PURCHASE,0200,ATM,1,2,Airtime/Telecom,28.18,False,54.4,True
TXN119592,2026-05-25 14:33:42,14,PURCHASE,0200,ECOM,3,2,E-commerce,23.85,True,49.7,True
TXN119593,2026-01-04 15:04:57,15,PURCHASE,0200,ECOM,4,3,Utilities,47.75,False,41.2,True
TXN119594,2026-01-29 16:08:27,16,BALANCE_INQUIRY,0100,POS,6,3,Financial Services,12.21,False,46.3,True
TXN119595,2026-02-21 16:43:30,16,WITHDRAWAL,0200,POS,6,6,Fuel,53.52,False,41.4,True
TXN119596,2026-06-19 08:07:10,8,WITHDRAWAL,0200,POS,2,2,Airtime/Telecom,24.41,False,47.1,True
TXN119597,2026-01-11 17:08:04,17,WITHDRAWAL,0200,ATM,4,1,Airtime/Telecom,33.27,True,57.2,True
TXN119598,2026-02-02 18:27:03,18,FUND_TRANSFER,0200,ATM,1,6,Education,175.32,False,64.7,True
TXN119599,2026-03-14 01:58:54,1,BILL_PAYMENT,0200,MOBILE_APP,5,1,E-commerce,19.3,False,9.5,True
TXN119600,2026-02-28 15:01:30,15,BALANCE_INQUIRY,0100,MOBILE_APP,1,4,Fuel,33.52,False,45.6,True
TXN119601,2026-01-09 12:46:22,12,PURCHASE,0200,ATM,5,4,Fuel,59.26,False,59.6,True
TXN119602,2026-04-08 20:59:57,20,WITHDRAWAL,0200,ECOM,2,3,Financial Services,76.07,False,45.4,True
TXN119603,2026-04-20 21:21:55,21,PURCHASE,0200,POS,5,5,Utilities,122.14,False,33.4,True
TXN119604,2026-02-01 15:12:42,15,PURCHASE,0200,MOBILE_APP,2,2,Transport,79.98,False,45.4,True
TXN119605,2026-05-04 12:11:30,12,BALANCE_INQUIRY,0100,ATM,6,5,Restaurant,36.88,True,58.9,True
TXN119606,2026-01-11 21:58:18,21,BALANCE_INQUIRY,0100,POS,2,5,Education,41.45,False,28.2,False
TXN119607,2026-05-12 10:38:23,10,PURCHASE,0200,MOBILE_APP,1,3,Fuel,28.13,True,49.7,True
TXN119608,2026-02-16 13:45:59,13,WITHDRAWAL,0200,ATM,4,5,Entertainment,49.87,False,48.0,True
TXN119609,2026-02-10 11:57:03,11,PURCHASE,0200,MOBILE_APP,4,4,E-commerce,39.85,False,51.1,True
TXN119610,2026-02-05 08:29:12,8,FUND_TRANSFER,0200,POS,1,5,E-commerce,44.48,False,47.4,True
TXN119611,2026-06-06 20:29:45,20,BALANCE_INQUIRY,0100,POS,2,6,Grocery,15.12,False,34.8,True
TXN119612,2026-04-01 09:58:50,9,FUND_TRANSFER,0200,POS,6,5,Financial Services,15.3,False,47.1,True
TXN119613,2026-05-05 18:30:41,18,BALANCE_INQUIRY,0100,ECOM,1,6,Grocery,9.77,False,59.8,True
TXN119614,2026-02-06 18:29:43,18,PURCHASE,0200,MOBILE_APP,5,5,Fuel,122.69,False,63.6,True
TXN119615,2026-01-11 16:21:58,16,PURCHASE,0200,MOBILE_APP,4,6,E-commerce,25.19,False,44.9,True
TXN119616,2026-01-07 07:58:01,7,BILL_PAYMENT,0200,ECOM,3,4,Government/Tax,29.26,False,36.3,True
TXN119617,2026-03-21 12:35:28,12,PURCHASE,0200,POS,3,6,E-commerce,216.33,False,59.1,True
TXN119618,2026-02-28 21:59:50,21,BALANCE_INQUIRY,0100,ATM,4,2,Entertainment,43.81,False,24.3,True
TXN119619,2026-05-19 11:58:49,11,PURCHASE,0200,ATM,3,6,Fuel,176.57,False,50.1,True
TXN119620,2026-05-22 01:45:58,1,PURCHASE,0200,MOBILE_APP,3,5,Grocery,6.22,True,10.7,True
TXN119621,2026-02-25 17:27:46,17,PURCHASE,0200,MOBILE_APP,5,6,Entertainment,54.44,False,51.7,True
TXN119622,2026-03-20 17:02:48,17,WITHDRAWAL,0200,MOBILE_APP,1,4,Entertainment,33.61,False,52.3,True
TXN119623,2026-03-10 15:05:35,15,PURCHASE,0200,ATM,2,3,Entertainment,24.64,False,41.9,True
TXN119624,2026-05-02 11:58:25,11,BALANCE_INQUIRY,0100,ECOM,5,6,Government/Tax,47.06,False,55.7,True
TXN119625,2026-04-24 11:30:43,11,BILL_PAYMENT,0200,MOBILE_APP,4,3,Fuel,107.78,False,48.0,True
TXN119626,2026-04-28 09:33:25,9,BILL_PAYMENT,0200,MOBILE_APP,3,4,Education,141.85,False,53.4,True
TXN119627,2026-01-10 15:45:24,15,BILL_PAYMENT,0200,ECOM,1,3,Healthcare,132.02,True,51.2,True
TXN119628,2026-03-02 23:29:43,23,WITHDRAWAL,0200,ATM,2,2,Healthcare,52.98,False,18.6,True
TXN119629,2026-06-24 18:55:51,18,BILL_PAYMENT,0200,ATM,6,3,Grocery,45.27,True,57.9,True
TXN119630,2026-03-03 16:53:04,16,WITHDRAWAL,0200,MOBILE_APP,4,3,Financial Services,6.67,False,52.9,True
TXN119631,2026-02-01 14:43:56,14,PURCHASE,0200,MOBILE_APP,2,5,Utilities,20.96,False,51.6,True
TXN119632,2026-02-05 17:31:07,17,WITHDRAWAL,0200,ECOM,6,6,E-commerce,104.08,False,59.0,True
TXN119633,2026-01-05 13:49:01,13,WITHDRAWAL,0200,MOBILE_APP,3,6,Entertainment,204.13,True,53.6,True
TXN119634,2026-05-21 19:45:56,19,WITHDRAWAL,0200,POS,3,1,E-commerce,32.78,False,49.5,True
TXN119635,2026-01-01 15:27:26,15,WITHDRAWAL,0200,POS,5,1,Financial Services,37.78,False,46.5,True
TXN119636,2026-04-18 09:48:06,9,BALANCE_INQUIRY,0100,MOBILE_APP,6,2,Healthcare,11.57,True,46.0,True
TXN119637,2026-03-13 14:05:08,14,FUND_TRANSFER,0200,POS,6,4,E-commerce,328.34,False,51.5,True
TXN119638,2026-01-18 09:42:00,9,FUND_TRANSFER,0200,POS,2,1,Utilities,33.0,False,52.9,True
TXN119639,2026-06-09 14:03:15,14,BALANCE_INQUIRY,0100,POS,2,5,Utilities,11.62,False,48.1,True
TXN119640,2026-05-14 18:11:55,18,WITHDRAWAL,0200,POS,6,5,Utilities,183.7,True,59.6,True
TXN119641,2026-05-28 17:10:37,17,PURCHASE,0200,ATM,6,5,E-commerce,88.34,False,56.1,True
TXN119642,2026-06-18 10:51:49,10,WITHDRAWAL,0200,ATM,3,1,Utilities,12.37,False,45.7,True
TXN119643,2026-06-14 17:25:24,17,FUND_TRANSFER,0200,ECOM,2,4,Education,28.7,False,56.5,True
TXN119644,2026-05-07 07:25:52,7,FUND_TRANSFER,0200,ECOM,2,4,Education,72.94,False,32.9,True
TXN119645,2026-04-07 16:50:08,16,PURCHASE,0200,ATM,4,5,Utilities,17.06,False,43.8,True
TXN119646,2026-05-06 10:24:20,10,BILL_PAYMENT,0200,ATM,5,4,Government/Tax,39.41,False,46.7,True
TXN119647,2026-03-22 15:29:43,15,FUND_TRANSFER,0200,USSD,1,6,Fuel,11.68,False,44.9,True
TXN119648,2026-02-02 19:07:20,19,FUND_TRANSFER,0200,POS,1,5,Education,20.26,False,50.2,True
TXN119649,2026-03-11 07:20:54,7,PURCHASE,0200,ECOM,3,4,Grocery,36.64,True,35.7,True
TXN119650,2026-03-26 17:33:43,17,PURCHASE,0200,POS,6,2,E-commerce,16.71,False,53.3,True
TXN119651,2026-01-09 17:24:01,17,PURCHASE,0200,ECOM,1,4,Fuel,67.32,False,51.6,False
TXN119652,2026-06-02 18:55:31,18,PURCHASE,0200,ECOM,1,6,Transport,19.79,False,62.3,True
TXN119653,2026-06-13 22:57:20,22,WITHDRAWAL,0200,MOBILE_APP,2,6,Utilities,22.67,False,18.1,True
TXN119654,2026-03-17 13:01:29,13,FUND_TRANSFER,0200,MOBILE_APP,2,6,Government/Tax,49.61,False,53.8,True
TXN119655,2026-03-31 07:26:07,7,REVERSAL,0420,POS,5,4,Entertainment,64.1,False,39.4,True
TXN119656,2026-06-01 17:56:28,17,WITHDRAWAL,0200,MOBILE_APP,6,5,Grocery,121.51,False,56.0,True
TXN119657,2026-03-23 14:41:21,14,PURCHASE,0200,POS,1,5,Restaurant,131.18,False,49.7,True
TXN119658,2026-05-04 18:44:54,18,PURCHASE,0200,POS,2,1,Healthcare,95.09,False,56.9,True
TXN119659,2026-04-03 18:57:41,18,PURCHASE,0200,POS,5,5,Airtime/Telecom,36.43,False,66.7,True
TXN119660,2026-02-18 17:36:57,17,PURCHASE,0200,ECOM,6,6,Fuel,9.33,False,52.8,False
TXN119661,2026-05-23 12:39:08,12,PURCHASE,0200,ECOM,6,5,Transport,51.45,False,55.1,True
TXN119662,2026-02-04 13:36:10,13,PURCHASE,0200,ECOM,2,3,Restaurant,68.4,True,52.2,True
TXN119663,2026-02-10 20:33:00,20,PURCHASE,0200,MOBILE_APP,2,3,Utilities,30.13,False,42.8,True
TXN119664,2026-05-05 12:57:06,12,WITHDRAWAL,0200,POS,6,2,Education,8.27,True,56.5,True
TXN119665,2026-05-08 15:30:49,15,REVERSAL,0420,ECOM,6,6,Fuel,51.31,False,48.2,True
TXN119666,2026-06-21 17:07:30,17,WITHDRAWAL,0200,POS,1,5,Airtime/Telecom,11.52,False,55.1,True
TXN119667,2026-05-08 07:39:49,7,FUND_TRANSFER,0200,POS,3,5,Transport,14.85,False,37.2,True
TXN119668,2026-01-05 18:55:06,18,BILL_PAYMENT,0200,POS,5,5,E-commerce,26.45,False,60.3,True
TXN119669,2026-06-02 00:33:21,0,PURCHASE,0200,POS,6,5,Education,16.49,False,13.4,True
TXN119670,2026-03-16 23:12:40,23,PURCHASE,0200,MOBILE_APP,6,6,Utilities,51.34,False,11.3,True
TXN119671,2026-01-02 14:40:54,14,FUND_TRANSFER,0200,POS,1,2,Utilities,41.43,False,50.9,True
TXN119672,2026-04-15 08:37:05,8,PURCHASE,0200,ECOM,1,6,Transport,7.74,True,45.5,True
TXN119673,2026-01-31 18:35:00,18,WITHDRAWAL,0200,ECOM,2,3,Financial Services,71.32,False,60.2,True
TXN119674,2026-03-16 19:38:07,19,PURCHASE,0200,ATM,4,3,Entertainment,45.62,False,52.5,True
TXN119675,2026-03-26 09:58:25,9,BALANCE_INQUIRY,0100,ECOM,5,1,Healthcare,7.73,False,49.2,True
TXN119676,2026-01-14 03:34:26,3,PURCHASE,0200,ECOM,5,5,Education,49.85,False,2.0,True
TXN119677,2026-06-03 14:51:24,14,BALANCE_INQUIRY,0100,MOBILE_APP,4,5,Transport,186.85,False,51.8,True
TXN119678,2026-04-02 16:51:18,16,PURCHASE,0200,ATM,3,6,Grocery,96.96,True,53.7,True
TXN119679,2026-06-23 08:05:20,8,PURCHASE,0200,MOBILE_APP,2,1,Entertainment,53.1,False,51.4,True
TXN119680,2026-03-25 14:11:06,14,BILL_PAYMENT,0200,MOBILE_APP,5,3,Healthcare,12.59,False,50.0,True
TXN119681,2026-04-18 14:49:16,14,BALANCE_INQUIRY,0100,POS,3,6,Entertainment,20.89,False,45.6,True
TXN119682,2026-05-27 19:34:09,19,BILL_PAYMENT,0200,ECOM,5,5,Education,13.56,False,53.2,True
TXN119683,2026-02-08 19:10:16,19,PURCHASE,0200,ECOM,4,5,Fuel,196.74,True,52.1,True
TXN119684,2026-06-13 07:43:09,7,WITHDRAWAL,0200,POS,5,3,Education,72.27,False,35.1,True
TXN119685,2026-02-03 17:16:15,17,PURCHASE,0200,ATM,1,3,Healthcare,106.16,False,47.5,True
TXN119686,2026-06-29 13:24:42,13,BALANCE_INQUIRY,0100,ECOM,3,5,Government/Tax,21.17,False,57.3,True
TXN119687,2026-04-26 13:12:42,13,PURCHASE,0200,MOBILE_APP,5,1,E-commerce,31.89,False,53.1,True
TXN119688,2026-04-04 08:29:42,8,PURCHASE,0200,ECOM,2,3,Utilities,117.95,False,48.0,True
TXN119689,2026-02-07 18:23:53,18,PURCHASE,0200,ECOM,6,5,Transport,141.77,False,62.0,True
TXN119690,2026-04-13 19:28:57,19,PURCHASE,0200,MOBILE_APP,4,4,Healthcare,38.26,False,53.9,True
TXN119691,2026-04-10 09:21:59,9,PURCHASE,0200,ECOM,3,6,Grocery,60.47,False,50.6,True
TXN119692,2026-06-27 02:08:43,2,WITHDRAWAL,0200,ECOM,2,3,Financial Services,228.22,False,11.4,True
TXN119693,2026-05-31 15:54:30,15,BILL_PAYMENT,0200,ECOM,6,2,Grocery,12.08,True,47.3,True
TXN119694,2026-03-28 22:06:24,22,PURCHASE,0200,POS,6,4,Airtime/Telecom,65.11,False,17.1,True
TXN119695,2026-03-12 17:32:24,17,WITHDRAWAL,0200,ECOM,6,2,Financial Services,57.54,False,52.3,True
TXN119696,2026-03-11 09:44:28,9,BALANCE_INQUIRY,0100,POS,3,2,Entertainment,115.55,False,52.8,True
TXN119697,2026-03-10 19:19:55,19,BALANCE_INQUIRY,0100,ATM,3,4,Utilities,134.66,False,53.9,True
TXN119698,2026-01-03 14:34:22,14,PURCHASE,0200,ECOM,3,5,Financial Services,34.01,False,48.4,True
TXN119699,2026-01-07 13:34:46,13,REVERSAL,0420,MOBILE_APP,3,3,Restaurant,9.7,False,59.2,True
TXN119700,2026-05-16 05:50:38,5,FUND_TRANSFER,0200,ECOM,5,4,Utilities,23.99,False,17.4,True
TXN119701,2026-02-15 05:31:26,5,PURCHASE,0200,ECOM,5,2,Healthcare,27.7,True,13.8,True
TXN119702,2026-03-16 15:21:05,15,BALANCE_INQUIRY,0100,MOBILE_APP,4,5,Financial Services,18.79,False,47.3,True
TXN119703,2026-05-06 18:58:20,18,FUND_TRANSFER,0200,POS,6,2,E-commerce,65.64,False,60.7,True
TXN119704,2026-04-20 18:41:55,18,FUND_TRANSFER,0200,ECOM,2,5,Utilities,15.98,True,63.4,True
TXN119705,2026-03-06 21:12:05,21,BALANCE_INQUIRY,0100,POS,2,1,Government/Tax,17.71,False,28.4,True
TXN119706,2026-05-16 13:12:44,13,PURCHASE,0200,MOBILE_APP,5,4,Financial Services,6.79,False,51.4,True
TXN119707,2026-01-29 15:45:12,15,WITHDRAWAL,0200,POS,2,2,Financial Services,27.48,False,44.0,True
TXN119708,2026-03-27 16:24:27,16,WITHDRAWAL,0200,ATM,5,2,Education,21.83,False,50.1,True
TXN119709,2026-01-20 12:03:58,12,PURCHASE,0200,POS,3,3,Utilities,50.29,False,58.7,True
TXN119710,2026-04-06 00:43:19,0,REVERSAL,0420,MOBILE_APP,3,3,Airtime/Telecom,26.89,False,12.1,True
TXN119711,2026-01-18 19:22:47,19,PURCHASE,0200,POS,3,1,Government/Tax,75.66,False,50.9,True
TXN119712,2026-06-19 05:10:51,5,FUND_TRANSFER,0200,ECOM,3,4,Government/Tax,69.79,False,17.0,True
TXN119713,2026-04-29 22:25:25,22,FUND_TRANSFER,0200,POS,6,1,Airtime/Telecom,27.79,False,20.1,True
TXN119714,2026-02-14 19:52:26,19,PURCHASE,0200,MOBILE_APP,6,5,Grocery,28.27,False,48.3,True
